link,title,time,article
https://www.alcircle.com/news/lme-aluminium-benchmark-price-shrinks-by-us16-t-closing-at-us2358-t-shfe-suffers-a-loss-of-us6-t-80914,LME aluminium benchmark price shrinks by US$16/t closing at US$2358/t; SHFE suffers a loss of,2022-07-07 06:26:00,
https://timesofindia.indiatimes.com/business/india-business/commodities-drop-on-recession-fears-why-this-could-be-good-news-for-india/articleshow/92719957.cms,Commodities drop on recession fears: Why this could be good news for India,2022-07-07 11:37:00,"With inputs from Agencies

Fears of structurally high inflation could recede in India due to the recent decline in commodity prices, following recession fears in developed economies, a strong dollar index and rising interest rates globally.Recession fears in the US and Europe had only hammered global equities earlier but have now begun to creep into commodities too as prices of metals such as copper, aluminium and zinc that shot to record levels after the outbreak of the Russia-Ukraine conflict have dropped considerably.The Bloomberg Commodity Spot Index, which tracks 23 energy, metal and crop futures contracts, has lost more than 20% after touching the record in June as recession fears ravage what was one of the most resilient corners of the market.Similarly, the LME Metal index, which encompasses six variants, was at 3,696. 80 on July 5 versus 5,060. 60 in the third week of April, recording a plunge of about 27%, showed data compiled by ETIG.Copper prices have cracked 20% from recent highs. ""Copper prices trend with economic growth and inflation. That’s why Copper is also called Dr. Copper in macroeconomic parlance. It signals the strength of aggregate demand in the economy. Historically, weaker copper prices have coincided with downward trend in inflation. Even market driven inflation expectations are falling along with copper,"" noted brokerage DSP in a research report.And not just copper, most industrial metals have seen a sharp correction highlighting the slowing down of economic growth, which is most pronounced in three biggest economic blocs – US, EU and China. Key industrial metals likeCopper (-20%), Aluminum (-37%) and soft commodities like Wheat (-20%) which are closely linked to inflationary trends have faced price erosion, noted DSP.Brent crude oil has been falling in the past few days amid concerns of a recession but it is yet to witness a meaningful decline. It is hovering about 10% lower from recent highs.Brent crude futures dropped to $98.5/barrel on Wednesday, falling below $100/barrel for the first time since April 25, as recession fears in the west fuelled a broader selloff.Even copper and lead prices have fallen to a 52-week low. Cotton futures at the Intercontinental Exchange hit a 25-week low of $1.13 per pound last week.Gold, which had topped $1,800 again late last week, fell to $1,755 an ounce, while steel slipped to a nine-month low of 4,242 Chinese yuan a tonne.Prices for everything from gasoline to wheat are slumping on concerns that a stagnating economy will hurt demand. Though commodity supplies remain tight, the retreat could provide much-needed relief to consumers struggling with surging inflation.Commodities had been advancing since the early days of the worldwide pandemic as massive government spending and ultra-low interest rates bolstered demand while production was curbed. Russia 's war in Ukraine exacerbated supply disruptions.But sentiment has shifted as fears grow that the Federal Reserve won't be able to tame the highest inflation in four decades without throwing the economy into a recession. A surge in the U.S. dollar -- which makes it more expensive to buy raw materials priced in the greenback -- has also weighed on U.S.-traded commodities. Hedge-fund managers recently slashed bets on higher commodity prices to the lowest in almost two years.""On an average, Energy, Base Metals, Precious Metals and Agricultural prices are now down 25% from 52 week highs as markets are anticipating a global slowdown morphing into a full blown global recession,"" noted SBI in a research report.Samiran Chakraborty, managing director and top economist for India at Citigroup, stated in an interview with Bloomberg Television on Monday that ""India being a net importer of commodities should gain on the inflation front.""With prices of base metals falling, user industries like white goods and automobiles, would now be in a position to cut their input costs and improve margins.Even prices of major edible oils have slumped in the global markets since June. Between June 1 and July 1, the landed price of crude palm oil has dropped by almost 24 per cent, while soybean and sunflower oil dropped by 17.4 and 12.2 per cent, respectively. The fall in edible oil prices has primarily been driven by Indonesia lifting its ban on export of palm oil. India imports more than 60 per cent of its edible oil requirement.According to government statistics, since the beginning of this month, the average retail prices of packaged edible oils have decreased marginally nationwide, with the exception of groundnut oil, which are ranging between Rs 150 and 190 per kg.The Reserve Bank of India ( RBI ) may not need to revise upward its inflation forecast for FY23 due to the softening of global prices of crude oil and industrial metals.Lower commodity prices, particularly of crude oil, should reduce risks of imported inflation for India. Citigroup recently cautioned that crude prices might touch $65 a barrel by the end of this year in case recession hits and cripples demand in advanced economies.This could cushion the negative impact on the rupee, which is being pummelled over concerns of a record high trade deficit and continued withdrawal of foreign portfolio investors from India's financial markets.“If oil prices sustain at the lower level, say around $100 per barrel, it erases the need for upward revision of inflation by the Monetary Policy Committee,” said Madan Sabnavis, chief economist, Bank of Baroda. “Other commodity prices have already started softening since May. If the (softening) trend extends, it should help narrow the trade deficit, a key concern that weighs on the rupee’s value against the dollar. ”The rupee gained 0. 09% to close at 79. 30 to a dollar Wednesday. It was the fourth-best performing Asian currency during the day, showed Bloomberg data compiled by ETIG. It hit a lifetime low of 79. 38/$ on Tuesday.“If oil prices remain softer, we are unlikely to see any upward revision of inflation prices,” said Rahul Bajoria, India economist at Barclays. “The monsoons will play a key role here, influencing food prices along with crude oil. We need to see how overall commodity prices are shaping up in the coming weeks, helping the trade deficit to narrow. ”According to rating agency Crisil, a fall in the benchmark Brent price will have a positive impact on India in terms of a reduction of overall inflationary pressure.India imports 85% of its crude requirements. The third largest oil consumer of the world imported 212 million tonne (MT) crude oil in 2021-22 for $ 120 billion.Lower oil prices should also help bridge the trade gap. “Any reduction of the trade deficit will work well, arresting any sudden loss of the rupee’s value to the dollar,” he said.Additionally, RBI has also announced a slew of measures to augment capital inflows by making NRI deposits more attractive.India’s trade deficit, or excess of imports over exports, swelled to a record $25.63 billion in June, driven by imports of petroleum, coal and gold.Meanwhile, economic activity has shown an uptick in June 2022. The PHDCCI Economy GPS Index, which captures the momentum in supply side business activity through growth in GST collections, demand side consumer behaviour through volume growth in passenger vehicle sales and sensitivity of policy reforms and impact of domestic and international economic and business environment through the movement of SENSEX at the base year of 2018-19=100, for June 2022 has increased to 136.6 as compared to 128.0 in May 2022/Passenger vehicles growth has recorded a sequential growth of 27.7% while gross GST collections in June 2022 increased to Rs. 1,44,616 crore and has recorded a sequential growth of 2.6% in June 2022 as compared to Rs. 1,40,885 crore in May 2022.According to an analysis by SBI, sectors like Pharmaceuticals and new age sectors like Healthcare did witness holding on to higher working capital utilisation limits.""We expect sectors such as Infrastructure including Power, Renewable Energy, Petroleum, Mining Road, NBFCs, Cement, Aviation, Electric Vehicles, Electron- ics, Commercial Real Estate, Food Processing etc will drive credit growth in coming quarters,"" said Dr. Soumya Kanti Ghosh, Group Chief Economic Adviser at State Bank of India.India’s services activity too expanded at the fastest pace in eleven years in June 2022. Rising from 58.9 in May to 59.2 in June, the seasonally adjusted S&P Global India Services PMI Business Activity Index was at its highest mark since April 2011."
https://www.alcircle.com/news/primary-aluminium-inventories-decline-11-000-tonnes-w-o-w-as-downstream-purchase-grows-on-price-fall-80920,"Primary aluminium inventories decline 11,000 tonnes W-o-W as downstream purchase grows on price ",2022-07-07 12:33:00,
https://www.alcircle.com/news/lme-aluminium-benchmark-price-strolls-higher-by-us59-5-t-to-us2-417-50-t-shfe-price-grows-by-us31-t-80927,"LME aluminium benchmark price strolls higher by US$59.5/t to US$2,417.50/t; SHFE price grows by ",2022-07-08 06:31:00,
https://www.alcircle.com/press-release/chinas-a00-aluminium-ingot-price-turns-upward-ending-the-week-at-rmb18460-t-caustic-soda-price-loses-rmb20-t-in-henan-80926,China’s A00 aluminium ingot price turns upward ending the week at RMB18460/t; Caustic soda,2022-07-08 07:33:00,
https://www.alcircle.com/news/vedanta-escalates-its-aluminium-ingot-selling-price-by-2-to-inr-220-500-252-000-t-on-july-8-80929,"Vedanta escalates its aluminium ingot selling price by 2% to INR 220,500-252,000/t on July 8",2022-07-08 07:33:00,
https://www.wales247.co.uk/new-aluminium-furnaces-to-help-toyota-deeside-cut-emissions,New aluminium furnaces to help Toyota Deeside cut emissions,2022-07-08 07:40:00,
https://www.leaderlive.co.uk/news/20264296.nn,New-style furnances designed to cut emissions turned on at Toyota plant in Deeside,2022-07-08 07:58:00,"NEW aluminium furnaces, which will play a key part in cutting carbon emissions at Toyota’s Deeside plant, were officially turned on today by Economy Minister Vaughan Gething.

With a 20-year life span these furnaces achieve almost 100 per cent metal yield together with an industry leading reduction in energy usage for melting aluminium.

The £1.6m furnaces have been supported by £375,000 from the Welsh Government’s Economic Futures Fund.

The project will further lower the environmental impact of the site and will support Toyota in meeting its ambition of being net zero in carbon emissions from manufacturing by 2040.

The Toyota plant in Deeside.

The Minister, who turned them on as he marked National Manufacturing Day, said: “On National Manufacturing Day, I am delighted to help Toyota take their next step in their net zero mission with the new furnaces launched today.

""Deeside boasts a long and proud manufacturing history and the innovation and skill we see across an impressive community of businesses today is a great advert for the exciting future that lies ahead.""

READ MORE: Flintshire firm score top sustainability rating

He added: “I’m very pleased that our partnership with Toyota in Deeside is supporting their efforts to cut emissions at the plant. As well as reducing waste and delivering carbon savings, this is action that will help secure the future of the industry in a net zero Wales.

“We have ambitious plans to create a stronger, fairer, greener Welsh economy and Toyota’s decarbonisation pathway is a great example of the partnership we offer businesses to help unlock the benefits of a low carbon future.""

Richard Kenworthy, Toyota's managing director, said: “Since 1993 we have reduced our carbon footprint by over 75 per cent and are continuing to find innovative ways to reduce the impact of our manufacturing processes.

""We very much appreciate the proactive support from Welsh Government in helping us installing this equipment and meeting our joint goals of carbon reduction.”"
https://www.alcircle.com/news/hindalcos-aluminium-wire-rod-price-uptrends-by-1-69-to-inr233-850-t-w-e-f-july-8-80933,"Hindalco’s aluminium wire rod price uptrends by 1.69% to INR233, 850/t w.e.f July 8",2022-07-08 12:48:00,
https://www.crugroup.com/knowledge-and-insights/insights/2022/consultation-for-a-proposed-low-carbon-premium-methodology/,Consultation for a proposed low carbon premium methodology,2022-07-08 19:41:00,
https://www.alcircle.com/news/lme-aluminium-price-oscillated-through-the-week-ending-lower-at-us2399-5-t-shfe-price-closed-at-us2758-t-80937,LME aluminium price oscillated through the week ending lower at US$2399.5/t; SHFE price closed,2022-07-09 07:24:00,
https://www.alcircle.com/news/lme-aluminium-benchmark-price-plummets-to-us2399-5-t-showing-uneven-behaviour-shfe-loses-us39-t-closing-at-us2719-t-80946,LME aluminium benchmark price plummets to US$2399.5/t showing uneven behaviour; SHFE loses,2022-07-11 06:20:00,
https://www.alcircle.com/news/nalcos-aluminium-prices-undergo-a-revision-after-two-weeks-ingot-price-falls-by-inr1700-t-to-inr221-750-225-250-t-80947,NALCO’s aluminium prices undergo a revision after two weeks; ingot price falls by INR1700/t to,2022-07-11 06:20:00,
https://www.alcircle.com/press-release/chinas-a00-aluminium-ingot-price-opens-the-week-with-a-decline-of-rmb280-t-average-alumina-spot-price-moves-up-by-rmb4-t-80948,China’s A00 aluminium ingot price opens the week with a decline of RMB280/t; Average alumina,2022-07-11 06:20:00,
https://www.businesswire.com/news/home/20220711005374/en/Aluminum-Gallium-Arsenide-CAS-97404-76-7-Global-Market-Research-Report-2022-Trends-and-Developments-Prices-Patents-Major-Players-and-Major-Downstream-Sectors---ResearchAndMarkets.com,Aluminum Gallium Arsenide (CAS 97404-76-7) Global Market Research Report 2022: Trends and,2022-07-11 10:03:00,"DUBLIN--(BUSINESS WIRE)--The ""Aluminum gallium arsenide (CAS 97404-76-7) Global Market Research Report 2022"" report has been added to ResearchAndMarkets.com's offering.

This global report is a result of industry experts' diligent work on researching the world market of Aluminum gallium arsenide. The report helps to build up a clear view of the market trends and development, identify major players in the industry, and estimate main downstream sectors.

Chapter Overview

The first chapter introduces the product (composition, structure, hazards, storage, toxicological & ecological information, etc.).

The second chapter focuses on Aluminum gallium arsenide end-uses.

The third chapter summarizes data about manufacturing methods.

The forth chapter is about the related patents.

The fifth chapter deals with Aluminum gallium arsenide market trends and forecast, and distinguishes Aluminum gallium arsenide manufacturers and suppliers.

The sixth chapter provides Aluminum gallium arsenide prices data.

The seventh chapter analyses Aluminum gallium arsenide downstream markets.

Key Topics Covered:

1. ALUMINUM GALLIUM ARSENIDE GENERAL INFORMATION

1.1. General information, synonyms

1.2. Composition, chemical structure

1.3. Safety information

1.4. Hazards identification

1.5. Handling and storage

1.6. Toxicological & ecological information

1.7. Transport information

2. ALUMINUM GALLIUM ARSENIDE APPLICATIONS

3. ALUMINUM GALLIUM ARSENIDE MANUFACTURING METHODS

4. ALUMINUM GALLIUM ARSENIDE PATENTS

5. ALUMINUM GALLIUM ARSENIDE MARKET WORLDWIDE

5.1. Global Aluminum gallium arsenide market analysis: market constraints, drivers and opportunities

5.2. Manufacturers of Aluminum gallium arsenide

Europe

Asia

North America

5.3. Suppliers of Aluminum gallium arsenide

Europe

Asia

North America

5.4. Market forecast

6. ALUMINUM GALLIUM ARSENIDE MARKET PRICES

Europe

Asia

North America

7. ALUMINUM GALLIUM ARSENIDE END-USE SECTOR

For more information about this report visit https://www.researchandmarkets.com/r/ocreye"
https://www.alcircle.com/press-release/chinas-a00-aluminium-ingot-price-loses-rmb190-t-today-alumina-spot-price-inches-up-by-rmb1-t-80956,China’s A00 aluminium ingot price loses RMB190/t today; Alumina spot price inches up by RMB1/t,2022-07-12 07:34:00,
https://www.nasdaq.com/articles/metals-china-ramp-up-pushes-aluminium-prices-to-14-month-lows,METALS-China ramp-up pushes aluminium prices to 14-month lows,2022-07-12 11:54:00,"By Pratima Desai

LONDON, July 12 (Reuters) - Aluminium prices tumbled to their lowest in more than a year on Tuesday on expectations of rising supply from top producer China where smelters have been ramping up output.

Benchmark aluminium CMAL3 on the London Metal Exchange (LME) was up 0.4% to $2,388 a tonne. Prices of the metal used widely in the power, construction and packaging industries earlier hit $2,352, the lowest since May 2021.

""China aluminium production data should be out soon, the market is expecting a rise,"" a metals trader said. ""Higher U.S. interest rates and dollar are a negative for metals demand.""

Primary aluminium production in China has been rising alongside easing curbs on power consumption.

It hit a record 3.42 million tonnes in May, up 3.1% from the same month a year earlier and compares with 3.36 million tonnes in April.

This combined with weaker aluminium demand, partly due to coronavirus lockdowns in top consumer China, has led some analysts to pare back their forecasts for large surpluses this year.

However, supporting aluminium on the LME market are stocks in LME registered warehouses at 340,375 tonnes MALSTX-TOTAL, the lowest since 2002.

Cancelled warrants -- metal earmarked for delivery -- at 54% of the total indicate more aluminium is due to leave the LME system.

Concern about the availability of zinc on the LME market because of low stocks has again pushed up the premium for the cash over the three-month contract CMZN0-3 to around $90 per tonne from levels near $20 at end-June.

Three-month zinc CMZN3 was up 0.1% at $3,046 a tonne.

Overall, worries about an economic and manufacturing slowdown as central banks raise interest rates to rein in soaring inflation have hit demand for industrial metals.

The U.S. Federal Reserve is expected to hike rates another 75 basis points later this month. Higher U.S. rates have pushed the dollar to near 20-year highs against a basket of currencies .DXY.

A rising U.S. currency makes dollar-denominated commodities more expensive for consumers operating outside the United States, which undermines demand. FRX/

Elsewhere in the base metals complex, copper CMCU3 was down 1.5% at $7,474 a tonne, lead CMPB3 slipped 1% to $1,923, tin CMSN3 fell 3% to $25,480 and nickel CMNI3 lost 1.3% to $21,555.

(Reporting by Pratima Desai; editing by Jason Neely)

((pratima.desai@thomsonreuters.com))

The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc."
https://www.brecorder.com/news/40185427/china-ramp-up-pushes-aluminium-prices-to-14-month-lows,China ramp-up pushes aluminium prices to 14-month lows,2022-07-12 14:00:00,"LONDON: Aluminium prices tumbled to their lowest in more than a year on Tuesday on expectations of rising supply from top producer China where smelters have been ramping up output.

Benchmark aluminium on the London Metal Exchange (LME) was up 0.4% to $2,388 a tonne. Prices of the metal used widely in the power, construction and packaging industries earlier hit $2,352, the lowest since May 2021.

“China aluminium production data should be out soon, the market is expecting a rise,” a metals trader said. “Higher US interest rates and dollar are a negative for metals demand.”

Primary aluminium production in China has been rising alongside easing curbs on power consumption.

It hit a record 3.42 million tonnes in May, up 3.1% from the same month a year earlier and compares with 3.36 million tones in April.

This combined with weaker aluminium demand, partly due to coronavirus lockdowns in top consumer China, has led some analysts to pare back their forecasts for large surpluses this year.

However, supporting aluminium on the LME market are stocks in LME registered warehouses at 340,375 tonnes, the lowest since 2002.

Global demand fears slam copper prices

Cancelled warrants – metal earmarked for delivery – at 54% of the total indicate more aluminium is due to leave the LME system.

Concern about the availability of zinc on the LME market because of low stocks has again pushed up the premium for the cash over the three-month contract to around $90 per tonne from levels near $20 at end-June.

Three-month zinc was up 0.1% at $3,046 a tonne.

Overall, worries about an economic and manufacturing slowdown as central banks raise interest rates to rein in soaring inflation have hit demand for industrial metals.

The US Federal Reserve is expected to hike rates another 75 basis points later this month. Higher US rates have pushed the dollar to near 20-year highs against a basket of currencies.

A rising US currency makes dollar-denominated commodities more expensive for consumers operating outside the United States, which undermines demand.

Elsewhere in the base metals complex, copper was down 1.5% at $7,474 a tonne, lead slipped 1% to $1,923, tin fell 3% to $25,480 and nickel lost 1.3% to $21,555."
https://www.brecorder.com/news/40185480/china-ramp-up-sends-aluminium-prices-to-14-month-lows,China ramp-up sends aluminium prices to 14-month lows,2022-07-13 01:50:00,"LONDON: Aluminium prices tumbled to their lowest in more than a year on Tuesday on expected increases to supply from top producer China, where smelters have been ramping up output.

Benchmark aluminium on the London Metal Exchange (LME) was down 0.8% at $2,360 a tonne at 1600 GMT after touching its lowest since May 2021 at $2,352.

“China aluminium production data should be out soon; the market is expecting a rise,” one metals trader said. “Higher US interest rates and dollar are a negative for metals demand.” Primary aluminium production in China has been rising as curbs on power consumption have eased.

It hit a record 3.42 million tonnes in May, up 3.1% from the same month a year earlier and 3.36 million tonnes in April.

This and weaker aluminium demand, partly because of coronavirus lockdowns in top consumer China is behind the 40% drop in prices, which hit a record above $4,000 in March.

Another reason behind the sell-off has been that Russian aluminium supplies - about 6% of the global total - have not been disrupted as expected when the war in Ukraine started.

However, supporting aluminium on the LME market, stocks in LME-registered warehouses are at 340,375 tonnes , the lowest since 2002.

Cancelled warrants, or metal earmarked for delivery, stood at 54% of the total, indicating that more aluminium is due to leave the LME system.

Concern over the availability of zinc on the LME market because of low stocks has again pushed up the premium for cash metal over the three-month contract to about $90 a tonne from close to $20 at the end of June.

Three-month zinc slid 0.6% to $3,023 a tonne.

Demand for industrial metals, meanwhile, has been dented by worries about economic and manufacturing slowdown as central banks raise interest rates to rein in soaring inflation.

The US Federal Reserve is expected to raise rates by another 75 basis points this month. Higher US rates have pushed the dollar to almost 20-year highs against a basket of currencies.

A rising US currency makes dollar-denominated commodities more expensive for consumers operating outside the United States, which could undermine demand.

Elsewhere, copper was down 3% at $7,354 a tonne, lead ceded 0.4% to $1,934, tin fell 2.4% to $25,640 and nickel lost 2.3% to $21,325."
https://www.alcircle.com/news/a00-aluminium-ingot-price-in-china-slumps-by-rmb390-t-to-rmb17-600-t-australian-alumina-fob-price-drops-by-us12-t-80964,"A00 aluminium ingot price in China slumps by RMB390/t to RMB17,600/t; Australian Alumina FOB",2022-07-13 06:58:00,
https://www.alcircle.com/news/lme-aluminium-benchmark-price-drops-by-us59-t-to-us2358-t-shfe-plummets-by-us63-t-80965,LME aluminium benchmark price drops by US$59/t to US$2358/t; SHFE plummets by US$63/t,2022-07-13 06:58:00,
https://www.alcircle.com/press-release/chinas-a00-aluminium-ingot-suffers-an-rmb160-t-price-decline-high-purity-aluminium-price-drops-by-rmb100-t-81970,China’s A00 aluminium ingot suffers an RMB160/t price decline; High purity aluminium price,2022-07-14 06:23:00,
https://www.alcircle.com/news/lme-aluminium-benchmark-price-slumps-by-us15-t-to-us2-343-t-shfe-price-declines-by-us19-t-81971,"LME aluminium benchmark price slumps by US$15/t to US$2,343/t; SHFE price declines by US$19/t",2022-07-14 06:23:00,
